,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,City,Zip Code,Latitude,Longitude,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Population
10,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.1630368561846813,6.1882641230825906,11.446062078011682,3.519938358346488,,-inf,0.0,0.0,4.02535169073515,-inf,0.0,2.6693093727857793,0.0,0.0,0.6931471805599453,3.2188758248682006,-inf,0.0,-inf,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.0,-inf,4.675162557808126,8.705049403708667,-inf,-inf,6.694661063520928,8.83074474465288,9.982003661774254
11,0.6931471805599453,4.04305126783455,-inf,-inf,0.0,0.0,1.0986122886681098,1.6094379124341003,5.214935757608986,11.447885484789753,3.604648952358616,,-inf,0.0,2.0794415416798357,4.219507705176107,-inf,0.0,2.0108949991447256,0.0,0.0,0.0,3.367295829986474,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,0.0,0.0,-inf,4.362461479179042,8.581734837548927,-inf,-inf,6.2304027043208325,8.672710365735902,10.347532142611767
12,-inf,3.8918202981106265,-inf,-inf,-inf,-inf,-inf,1.1630368561846813,4.543294782270004,11.415345711631199,3.5896917385120832,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.850423874524669
13,-inf,3.4657359027997265,-inf,-inf,0.6931471805599453,-inf,-inf,1.6094379124341003,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,0.6931471805599453,-inf,2.995732273553991,-inf,0.0,2.388762789235098,-inf,-inf,1.3862943611198906,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1.0986122886681098,0.0,0.0,2.962692419475791,6.072468331261069,-inf,-inf,5.384495062789089,6.4796610528136105,9.982003661774254
14,-inf,3.848763764702885,0.0,0.6931471805599453,-inf,-inf,-inf,1.1630368561846813,6.388561405545629,11.446062078011682,3.5896917385120832,,0.0,0.6931471805599453,-inf,4.189654742026425,1.791759469228055,0.0,3.123640586905112,-inf,0.0,0.0,2.9867138288020505,0.0,0.0,0.0,-inf,0.6931471805599453,-inf,-inf,0.0,0.6931471805599453,0.0,-inf,4.113329862133181,7.729239707819572,-inf,1.9941279579673004,7.251642811357482,8.599302070778494,9.982003661774254
15,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.0986122886681098,5.802118375377063,11.44509620194258,3.5658513653088626,,0.0,0.0,2.1972245773362196,0.0,-inf,-inf,-inf,-inf,0.0,0.0,2.6390573296152584,0.6931471805599453,-inf,-inf,-inf,-inf,0.0,0.0,0.6931471805599453,-inf,-inf,1.0986122886681098,3.5553480614894135,3.5553480614894135,-inf,-inf,-inf,3.5553480614894135,9.297343415597757
16,0.6931471805599453,3.258096538021482,0.0,-inf,-inf,-inf,-inf,1.1630368561846813,6.388561405545629,11.446062078011682,3.5896917385120832,,0.0,-inf,-inf,4.143134726391533,-inf,0.6931471805599453,3.065724645374026,0.0,0.0,1.3862943611198906,4.442651256490317,0.6931471805599453,0.0,0.0,0.0,0.0,-inf,-inf,0.0,0.0,-inf,0.0,4.6491870714048655,8.793430016183276,-inf,-inf,7.208859371765559,8.979939298443085,9.982003661774254
17,0.0,3.848763764702885,-inf,-inf,-inf,-inf,-inf,1.6094379124341003,6.2878585601617845,11.446062078011682,3.7155663451012466,,-inf,-inf,-inf,0.0,1.6094379124341003,-inf,-inf,-inf,0.0,0.0,1.791759469228055,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,-inf,3.194583132299156,3.194583132299156,-inf,1.9941279579673004,6.608830534829013,3.194583132299156,9.982003661774254
18,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.3862943611198906,2.3978952727983707,11.438277346963998,3.521901568820252,,-inf,0.0,2.0794415416798357,4.276666119016055,0.0,0.0,2.060513531794317,0.0,0.6931471805599453,0.6931471805599453,2.995732273553991,0.0,0.0,0.6931471805599453,-inf,0.0,0.0,0.0,-inf,0.0,0.0,-inf,4.671425981765156,8.946036227156885,-inf,4.605170185988092,6.337179650810372,9.029130197368191,10.499600568082863
19,0.0,2.995732273553991,0.0,-inf,-inf,0.0,0.6931471805599453,1.3862943611198906,5.214935757608986,11.447319707872236,3.6066291343737107,,-inf,-inf,-inf,3.970291913552122,0.6931471805599453,0.0,3.8672348226380118,-inf,0.6931471805599453,-inf,4.07753744390572,0.6931471805599453,0.0,-inf,0.6931471805599453,0.6931471805599453,0.6931471805599453,-inf,0.0,0.0,-inf,0.0,4.140750935036257,8.13724962053815,0.489746281539026,-inf,6.608830534829013,8.691722803032572,8.08886878916199
20,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.0986122886681098,6.161207321695076,11.465844339561734,3.649632182607985,,-inf,0.0,2.1972245773362196,1.0986122886681098,1.791759469228055,0.6931471805599453,2.4397349311412793,-inf,0.0,0.0,3.9318256327243257,-inf,0.0,-inf,-inf,0.0,-inf,-inf,0.6931471805599453,1.0986122886681098,0.0,0.0,4.072439726834051,5.127529045567755,-inf,1.9941279579673004,3.5383472198093893,5.3132552389122445,10.494740425414733
21,0.0,4.343805421853684,-inf,0.0,-inf,-inf,-inf,0.0,6.07993319509559,11.446062078011682,3.7117058874501083,,-inf,-inf,-inf,0.0,-inf,0.6931471805599453,3.903990833730882,0.0,0.0,0.6931471805599453,2.995732273553991,-inf,-inf,0.0,-inf,0.0,-inf,-inf,-inf,-inf,0.0,-inf,4.486386649998125,4.486386649998125,-inf,2.302585092994046,3.903990833730882,8.021029485879426,9.982003661774254
22,0.0,3.6888794541139363,-inf,-inf,-inf,-inf,-inf,1.6094379124341003,6.1092475827643655,11.452357716536472,3.6323158221796854,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.039765170828677
23,0.0,4.248495242049359,-inf,0.0,0.0,-inf,-inf,1.3862943611198906,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,0.0,2.1972245773362196,0.6931471805599453,1.6094379124341003,0.0,3.123640586905112,-inf,0.0,0.6931471805599453,3.1780538303479458,0.6931471805599453,-inf,-inf,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,4.249922794040545,4.953359226276525,-inf,1.9941279579673004,4.248209486939542,5.354839466872362,9.982003661774254
24,-inf,3.713572066704308,-inf,-inf,-inf,-inf,-inf,1.0986122886681098,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,-inf,-inf,1.0986122886681098,1.6094379124341003,0.0,3.203965212132447,0.6931471805599453,-inf,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,2.9831534913471307,4.074991833706286,-inf,1.9941279579673004,4.302577500800556,4.888392327717779,9.982003661774254
25,0.0,3.367295829986474,0.0,-inf,0.0,0.0,1.0986122886681098,1.1630368561846813,5.945420608606575,11.465445941535872,3.6219443568138265,,-inf,0.0,1.791759469228055,3.4787911854086144,-inf,0.0,3.6014134283326604,-inf,0.0,0.6931471805599453,4.23410650459726,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,0.0,-inf,4.508659285607248,8.014286132894542,-inf,-inf,7.067149331132387,8.342041866956519,9.650915190531107
26,0.0,3.848763764702885,0.0,0.6931471805599453,0.0,0.0,-0.8188812627244362,1.3862943611198906,3.6635616461296463,11.458574870220147,3.5896917385120832,,-inf,0.0,1.0986122886681098,2.4849066497880004,-inf,0.0,3.9060049331025835,-inf,0.6931471805599453,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,3.0469005601283903,7.729239707819572,-inf,-inf,6.390911582890583,8.021029485879426,9.006631733300582
27,-inf,4.1588830833596715,-inf,-inf,0.0,-inf,-inf,0.6931471805599453,4.23410650459726,11.446062078011682,3.525854131715034,,-inf,0.0,0.0,0.0,1.6094379124341003,0.0,3.075005454448499,-inf,0.0,0.6931471805599453,2.5649493574615367,0.6931471805599453,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.0,-inf,4.2333816042393115,7.729239707819572,-inf,-inf,3.075005454448499,4.506454213048934,9.982003661774254
28,-inf,3.6375861597263857,-inf,-inf,0.6931471805599453,-inf,-inf,1.3862943611198906,6.0844994130751715,11.470299761411072,3.651934958411019,,-inf,-inf,-inf,4.0943445622221,-inf,0.0,2.821973947420524,-inf,0.6931471805599453,1.3862943611198906,3.044522437723423,-inf,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,-inf,4.6016640466588035,8.689641164411894,-inf,-inf,6.916318509642625,8.846446577578515,9.88384591228084
29,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.1630368561846813,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,-inf,0.7133025382716414,0.0,1.6094379124341003,0.0,2.4203681286504293,-inf,0.6931471805599453,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.0,3.0056826044071587,7.729239707819572,-inf,-inf,2.4203681286504293,3.4483989831464497,9.982003661774254
30,0.0,3.8501476017100584,-inf,-inf,-inf,-inf,-inf,1.3862943611198906,6.388561405545629,11.44522461560597,3.5537331296171843,,-inf,-inf,-inf,1.3862943611198906,-inf,0.0,1.925707441737794,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,2.9932291433358724,4.222444564849416,0.489746281539026,-inf,3.3120018028576848,4.560591142590124,10.326792578772624
31,0.0,3.848763764702885,0.6931471805599453,-inf,-inf,-inf,-inf,1.1630368561846813,4.31748811353631,11.428521594569498,3.486563831500617,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,8.049746290952193
32,0.0,4.189654742026425,-inf,0.0,-inf,-inf,-inf,1.6094379124341003,6.1903154058531475,11.441053452732435,3.5342542575547524,,-inf,0.6931471805599453,-inf,3.4787911854086144,0.0,0.0,0.8628899551470399,0.0,-inf,1.0986122886681098,2.9867138288020505,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,0.0,0.0,3.222867846137738,7.489915031352455,-inf,-inf,5.139556074163095,7.580975224482677,11.079091746061607
33,0.6931471805599453,3.6635616461296463,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,5.648974238161206,11.446062078011682,3.52642016989617,,0.0,0.6931471805599453,-inf,1.3862943611198906,-inf,0.0,3.363495514478144,-inf,0.0,0.0,1.0986122886681098,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.0,-inf,4.309455941839047,5.702781974322617,-inf,-inf,4.749789875598035,6.028904830081827,9.982003661774254
34,-inf,3.4657359027997265,-inf,-inf,-inf,0.0,1.0986122886681098,1.1630368561846813,6.388561405545629,11.446062078011682,3.5896917385120832,,0.0,-inf,-inf,0.0,-inf,0.0,3.123640586905112,-inf,0.0,0.6931471805599453,4.04305126783455,-inf,0.6931471805599453,-inf,-inf,0.0,-inf,-inf,0.0,-inf,0.0,-inf,4.373868446972418,4.373868446972418,-inf,-inf,6.608830534829013,8.021029485879426,9.982003661774254
35,0.0,3.4657359027997265,-inf,-inf,0.0,-inf,-inf,1.3862943611198906,5.924255797414531,11.446251331702236,3.5896917385120832,,-inf,0.0,0.6931471805599453,2.833213344056216,1.3862943611198906,0.0,3.8144101765611453,-inf,0.0,0.0,2.3978952727983707,0.0,0.0,-inf,0.6931471805599453,-inf,0.0,0.0,0.0,0.0,-inf,1.0986122886681098,4.1713056033582285,7.069533934544762,-inf,-inf,6.647623520617362,7.573813853851349,11.115904603644726
36,-inf,4.127134385045092,-inf,-inf,-inf,-inf,-inf,1.0986122886681098,6.385194398997725,11.4326260576855,3.531041727141138,,-inf,-inf,-inf,2.4849066497880004,-inf,-inf,-inf,-inf,0.0,-inf,3.1780538303479458,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,4.105119635390059,6.611099731731248,0.489746281539026,-inf,-inf,6.555200407305868,9.92749700499648
37,-inf,3.848763764702885,-inf,-inf,0.0,0.0,0.6931471805599453,1.6094379124341003,4.5217885770490405,11.47318621740121,3.725835971293633,,-inf,0.0,2.302585092994046,4.276666119016055,-inf,0.0,2.651127053702589,-inf,-inf,1.3862943611198906,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,0.6931471805599453,-inf,-inf,3.00071981506503,7.286773737075318,-inf,-inf,6.927793172718644,7.816453258729138,6.75343791859778
38,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.0986122886681098,6.3784261836515865,11.439128213768521,3.523333978654721,,-inf,-inf,-inf,3.5553480614894135,-inf,0.0,3.015044584586364,0.0,0.0,0.0,2.9867138288020505,0.0,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.0,0.6931471805599453,-inf,0.0,4.0118683403978626,7.562213604926971,-inf,-inf,6.570392646075778,7.877681560022201,10.582992094054914
39,0.0,3.044522437723423,0.0,-inf,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,6.368187186350493,11.465708063361113,3.6222400343000785,,0.0,0.0,0.7133025382716414,4.060443010546419,-inf,-inf,3.123640586905112,-inf,0.0,-inf,3.9512437185814275,0.0,0.0,0.0,-inf,0.0,-inf,-inf,0.6931471805599453,0.0,-inf,0.6931471805599453,3.912023005428146,7.9792875240798375,-inf,-inf,-inf,8.021029485879426,9.34687973611501
40,-inf,3.6888794541139363,-inf,-inf,0.0,-inf,-inf,0.6931471805599453,6.070737728002491,11.45711672814165,3.6383021664902477,,-inf,0.0,0.0,3.8501476017100584,1.791759469228055,0.6931471805599453,3.7900813346229034,0.6931471805599453,0.0,-inf,3.1354942159291497,-inf,-inf,0.0,0.6931471805599453,-inf,0.6931471805599453,0.0,0.0,-inf,0.0,-inf,4.446174454497633,8.30539750879559,-inf,-inf,7.640228936332962,8.720276066142413,9.04852707581358
41,0.0,4.060443010546419,-inf,-inf,0.0,-inf,-inf,1.1630368561846813,5.713732805509369,11.461000392105309,3.6409832252652383,,-inf,0.0,0.0,3.6888794541139363,0.6931471805599453,0.6931471805599453,2.7930039069823738,0.0,0.0,0.6931471805599453,3.1354942159291497,-inf,-inf,-inf,-inf,0.0,0.0,0.0,0.0,-inf,0.0,-inf,4.180299457858644,8.217964715064085,3.734091796935484,-inf,6.48188336109631,8.021029485879426,6.006353159601733
42,0.0,2.995732273553991,0.0,-inf,-inf,-inf,-inf,1.0986122886681098,5.598421958998375,11.446062078011682,3.638841844708123,,-inf,-inf,-inf,4.219507705176107,-inf,0.0,1.7647307968401356,0.0,-inf,1.3862943611198906,2.9867138288020505,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.0,3.20071185424053,7.413005388414943,-inf,-inf,5.984238502016242,7.627797523004727,9.982003661774254
43,0.0,3.848763764702885,0.0,-inf,0.0,0.0,0.0,1.3862943611198906,5.883322388488279,11.440602053386822,3.543313304872347,,-inf,0.0,0.6931471805599453,3.4787911854086144,0.0,0.6931471805599453,3.580737295494233,0.0,0.0,-inf,4.07753744390572,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,0.0,-inf,-inf,4.180299457858644,8.602627492141247,0.489746281539026,-inf,6.608830534829013,8.98205236058986,9.98197520558487
44,-inf,3.9889840465642745,-inf,-inf,0.0,-inf,-inf,1.3862943611198906,5.455321115357702,11.436238786193307,3.5165224359930103,,-inf,0.0,0.7133025382716414,3.4787911854086144,0.6931471805599453,0.0,3.051639905492287,0.0,0.0,0.6931471805599453,3.1780538303479458,-inf,0.0,0.6931471805599453,-inf,-inf,-inf,-inf,0.0,1.0986122886681098,0.0,-inf,4.401216329067023,8.522986378457,-inf,-inf,7.19477463188382,8.758019477582755,8.748463629942055
45,0.0,4.174387269895637,-inf,0.0,-inf,-inf,-inf,1.3862943611198906,6.20455776256869,11.468806374330677,3.6534259142446155,,-inf,-inf,-inf,4.204692619390966,-inf,0.6931471805599453,3.123640586905112,-inf,0.0,0.6931471805599453,2.3978952727983707,0.0,0.0,-inf,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,4.654436427291009,8.877898004513844,-inf,-inf,7.73779507193306,9.155367685340286,7.992268643270744
46,-inf,4.248495242049359,-inf,0.0,-inf,-inf,-inf,0.0,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,-inf,-inf,2.1972245773362196,-inf,0.6931471805599453,3.123640586905112,0.0,0.0,0.6931471805599453,3.295836866004329,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,-inf,4.311470041210748,6.4343859922601,3.504054767101863,-inf,5.06284816554319,6.616988453568432,9.982003661774254
47,-inf,3.367295829986474,0.0,-inf,0.0,-inf,-inf,1.6094379124341003,5.4510384535657,11.46834642157226,3.646438441357337,,-inf,0.0,1.791759469228055,3.828641396489095,-inf,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,2.9867138288020505,-inf,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,4.6904300299389154,8.487620189073873,-inf,1.9941279579673004,4.5217885770490405,8.506395101316725,9.185227671161108
48,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.0986122886681098,6.270988431858299,11.422584916068788,3.5319870776021474,,-inf,0.0,0.0,2.772588722239781,-inf,0.0,3.8471644330796493,-inf,0.6931471805599453,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,-inf,1.0986122886681098,2.9755295662364714,5.750825080989513,0.489746281539026,-inf,6.61975315531943,6.944453582764811,10.405988623155887
49,-inf,3.912023005428146,-inf,-inf,-inf,-inf,-inf,1.1630368561846813,6.05443934626937,11.468701858188064,3.6623851594687404,,-inf,-inf,-inf,3.4787911854086144,-inf,0.0,3.7155213850603577,0.0,0.0,0.6931471805599453,3.2188758248682006,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,4.913022465229256,0.489746281539026,1.9941279579673004,4.408668565620303,5.385457901863037,6.853299093186078
50,-inf,4.174387269895637,-inf,0.0,-inf,-inf,-inf,0.0,4.174387269895637,11.456503250657128,3.6331878169720846,,-inf,-inf,0.7133025382716414,2.6390573296152584,1.3862943611198906,0.0,2.7948393311746007,0.0,0.0,0.6931471805599453,1.791759469228055,-inf,0.0,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,-inf,4.368814740701651,7.004745864295765,0.489746281539026,-inf,6.608830534829013,7.193603170351757,9.225524507301223
51,-inf,4.143134726391533,-inf,-inf,-inf,-inf,-inf,1.3862943611198906,4.51085950651685,11.433026913572345,3.533838465579472,,-inf,-inf,-inf,3.912023005428146,0.6931471805599453,0.0,3.636269503841639,-inf,-inf,1.3862943611198906,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.6931471805599453,-inf,0.0,-inf,-inf,2.9831534913471307,6.896744886462085,-inf,-inf,7.548292509269785,7.967817296367247,6.120297418950951
52,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.0986122886681098,6.388561405545629,11.446062078011682,3.5896917385120832,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,9.982003661774254
