Customer ID,Churn Category
8884-ADFVN,0
3090-HAWSU,0
9847-HNVGP,0
1169-WCVAK,0
0930-EHUZA,0
0505-SPOOW,0
0461-CVKMU,0
1907-YLNYW,0
1031-IIDEO,0
1728-CXQBE,0
1360-JYXKQ,0
5896-NPFWW,0
9067-YGSCA,0
2379-GYFLQ,0
8849-PRIQJ,0
0537-QYZZN,0
1488-PBLJN,0
7952-OBOYL,0
2988-PLAHS,0
2234-EOFPT,4
0151-ONTOV,0
0129-KPTWJ,4
2209-XADXF,0
6567-HOOPW,0
1303-SRDOK,0
3908-BLSYF,0
7601-GNDYK,0
2219-MVUSO,0
2832-KJCRD,0
7010-BRBUU,0
4056-QHXHZ,0
3401-URHDA,0
6270-OMFIW,0
2364-UFROM,0
2858-EIMXH,0
8129-GMVGI,0
5787-KXGIY,0
2832-SCUCO,0
4779-ZGICK,0
8949-JTMAY,0
5075-JSDKI,0
5868-YTYKS,0
6458-CYIDZ,0
8739-WWKDU,0
9940-HPQPG,0
5868-YWPDW,2
4833-QTJNO,0
6754-LZUKA,0
0292-WEGCH,0
9087-EYCPR,0
3255-GRXMG,0
3346-BRMIS,0
2478-EEWWM,0
2587-YNLES,0
3877-JRJIP,0
5175-WLYXL,0
5173-ZXXXL,0
9253-QXKBE,0
7622-NXQZR,0
5378-IKEEG,0
1371-OJCEK,0
5183-SNMJQ,0
2378-HTWFW,0
2731-GJRDG,0
2474-BRUCM,0
5740-YHGTW,3
8263-OKETD,0
5968-VXZLG,0
5599-HVLTW,0
8050-DVOJX,0
3164-AALRN,0
2402-TAIRZ,0
9699-UBQFS,4
5028-GZLDO,0
9294-TDIPC,0
2150-OEGBV,0
9689-PTNPG,0
8019-ENHXU,0
0020-JDNXP,0
8292-TYSPY,0
4351-QLCSU,0
3063-QFSZL,0
4765-OXPPD,0
8902-ZEOVF,0
0264-CNITK,0
3420-ZDBMA,0
7547-EKNFS,0
6701-YVNQG,0
2235-ZGKPT,0
6670-MFRPK,0
2607-FBDFF,0
7488-MXJIV,3
1755-FZQEC,0
2892-GESUL,0
3703-KBKZP,0
3097-PYWXL,0
2038-OEQZH,0
9018-PCIOK,0
1038-ZAGBI,0
2612-RRIDN,0
4893-GYUJU,0
5780-INQIK,0
4946-EDSEW,0
0870-VEMYL,0
8592-PLTMQ,0
5655-JSMZM,0
0137-UDEUO,0
8262-COGGB,0
2842-BCQGE,0
4115-NZRKS,0
1779-PWPMG,0
3235-ETOOB,0
3682-YEUWS,0
6484-LATFU,0
8854-CCVSQ,0
2962-XPMCQ,0
6416-JNVRK,0
0303-UNCIP,0
1393-IMKZG,0
1116-FRYVH,0
6794-HKIAJ,0
9435-JMLSX,0
0946-CLJTI,0
6900-RBKER,0
3714-NTNFO,0
5456-ITGIC,0
3345-JHUEO,0
6844-DZKRF,0
0375-HVGXO,0
4836-WNFNO,0
2001-EWBQU,0
6120-RJKLU,0
6818-WOBHJ,0
7426-GSWPO,0
7054-DMVAS,5
6778-EICRF,0
7854-EDSSA,0
1813-JLKWR,0
9743-DQKQW,0
4718-WXBGI,0
9845-QOMAD,0
6402-ZFPPI,0
1574-DYCWE,0
5126-RCXYW,0
5832-TRLPB,0
8873-TMKGR,0
5338-YHWYT,0
9924-JPRMC,0
5481-NTDOH,0
1448-PWKYE,0
8406-LNMHF,0
0442-TDYUO,0
9600-UDOPK,0
2065-MMKGR,0
0772-GYEQQ,0
5803-NQJZO,0
7901-TBKJX,0
3074-GQWYX,0
0867-LDTTC,0
4989-LIXVT,0
2351-RRBUE,0
1926-QUZNN,0
8229-BUJHX,0
9700-ISPUP,0
3426-NIYYL,0
5356-RHIPP,0
5025-GOOKI,0
6537-OTKMY,0
5666-CYCYZ,0
2815-CPTUL,0
6051-PTVNS,2
5895-QSXOD,1
3156-QLHBO,0
8008-HAWED,0
4829-AUOAX,0
1918-ZBFQJ,3
8263-JQAIK,0
4837-PZTIC,4
6072-NUQCB,0
4323-ELYYB,3
5331-RGMTT,3
2754-SDJRD,4
2382-BCKQJ,5
3160-TYXLT,3
6023-YEBUP,0
9746-UGFAC,0
9375-MHRRS,0
7562-UXTPG,0
3251-YMVWZ,0
3318-ISQFQ,0
9619-GSATL,0
5569-IDSEY,0
8404-GFGCZ,0
7120-RFMVS,0
0839-QNXME,4
5914-DVBWJ,0
5791-KAJFD,0
9921-QFQUL,0
7789-HKSBS,0
1877-HKBQX,0
1431-CYWMH,0
1685-BQULA,0
4518-FZBSX,0
0880-TKATG,0
9919-YLNNG,0
4950-BDEUX,0
9861-PDSZP,0
7349-ALMUX,0
8049-WJCLQ,0
7629-WFGLW,0
7016-NVRIC,0
9137-UIYPG,1
2636-SJDOU,0
0516-WJVXC,0
7055-JCGNI,0
4976-LNFVV,2
9313-CDOGY,0
6907-CQGPN,0
5066-GFJMM,5
8148-BPLZQ,0
1730-VFMWO,5
8443-WVPSS,5
0326-VDYXE,3
4446-BZKHU,3
0778-NELLA,0
7938-OUHIO,1
9450-TRJUU,5
5248-RPYWW,0
0027-KWYKW,4
3336-JORSO,4
3143-JQEGI,2
4680-KUTAJ,0
4334-HOWRP,0
3889-VWBID,2
1591-XWLGB,1
5018-GWURO,2
1469-LBJQJ,5
8258-GSTJK,5
8207-VVMYB,0
7469-LKBCI,2
4104-PVRPS,0
4971-PUYQO,5
0939-YAPAF,1
5980-BDHPY,0
3115-CZMZD,4
5976-JCJRH,0
8155-IBNHG,0
0475-RIJEP,5
4587-VVTOX,0
6243-OZGFH,0
4227-OJHAL,0
4072-IPYLT,0
3800-LYTRK,0
0848-ZGQIJ,0
8999-BOHSE,0
3786-WOVKF,0
9938-EKRGF,0
4495-LHSSK,1
9150-HEPMB,5
0880-FVFWF,0
6103-QCKFX,0
9242-TKFSV,0
5343-SGUBI,0
4195-NZGTA,0
2212-LYASK,5
3946-JEWRQ,0
9823-EALYC,1
5766-XQXMQ,1
9227-YBAXE,1
7853-OETYL,4
6242-MBHPK,5
9110-HSGTV,0
5982-FPVQN,2
1981-INRFU,0
9938-TKDGL,5
6198-RTPMF,0
3810-DVDQQ,0
9225-BZLNZ,0
3256-EZDBI,0
1265-HVPZB,2
6203-HBZPA,0
6377-KSLXC,2
0667-NSRGI,0
1120-BMWUB,0
1240-KNSEZ,5
7124-UGSUR,5
5049-MUBWG,5
7998-WNZEM,5
2798-NYLMZ,0
3318-NMQXL,0
9588-OZDMQ,0
0687-ZVTHB,0
7041-TXQJH,0
5386-THSLQ,0
4277-BWBML,0
4791-QRGMF,5
8640-SDGKB,2
9371-BITHB,2
8903-WMRNW,0
4735-BJKOU,5
6122-LJADA,5
4659-NZRUF,0
8552-OBVRU,0
2778-OCLGR,5
8544-GOQSH,0
6681-ZSEXG,0
6723-CEGQI,0
4890-VMUAV,0
9585-KKMFD,0
5032-USPKF,0
2889-FPWRM,0
5136-GFPMB,0
6047-SUHPR,3
6122-EFVKN,0
5567-GZKQY,0
2637-FKFSY,4
7748-UMTRK,1
6007-TCTST,1
9541-PWTWO,0
7096-ZNBZI,0
9257-AZMTZ,5
2725-IWWBA,0
1501-SGHBW,4
4487-ZYJZK,0
7020-OZKXZ,4
2466-FCCPT,0
2275-RBYQS,0
0795-XCCTE,5
3022-BEXHZ,0
6905-NIQIN,0
2085-JVGAD,5
3146-JTQHR,1
9492-TOKRI,0
7593-JNWRU,4
7826-VVKWT,0
6040-CGACY,5
2460-NGXBJ,1
1430-SFQSA,4
6999-CHVCF,0
4445-KWOKW,4
8067-NIOYM,0
0637-UBJRP,0
1293-HHSHJ,0
7180-PISOG,5
3137-LUPIX,5
5307-DZCVC,0
4910-GMJOT,0
4302-ZYFEL,5
8280-MQRQN,1
1703-MGIAB,0
3061-BCKYI,3
9867-NNXLC,0
2482-CZGBB,1
5707-ORNDZ,3
4919-IKATY,0
8626-PTQGE,3
9330-VOFSZ,0
2511-ALLCS,0
9912-GVSEQ,0
7808-DVWEP,0
3990-QYKBE,1
5472-CVMDX,3
3870-MQAMG,4
4299-OPXEJ,5
5918-VUKWP,0
4854-CIDCF,0
5499-ECUTN,0
5056-FIMPT,4
8670-MEFCP,0
5201-FRKKS,0
9541-ZPSEA,0
2809-ILCYT,0
2453-SAFNS,0
8404-VIOMB,5
7716-YTYHG,0
4672-FOTSD,0
5726-CVNYA,0
6849-OYAMU,0
0786-VSSUD,2
0813-TAXXS,1
2680-XKKNJ,0
4489-SNOJF,0
7102-JJVTX,0
1575-KRZZE,0
6374-NTQLP,0
7779-LGOVN,0
8966-KZXXA,1
8869-LIHMK,0
0052-YNYOT,5
8276-MQBYC,2
2960-NKRSO,0
1328-EUZHC,0
5394-SVGJV,5
0118-JPNOY,1
0504-HHAPI,5
8714-CTZJW,0
2446-BEGGB,5
0018-NYROU,0
2108-YKQTY,0
0196-VULGZ,0
1423-BMPBQ,0
1670-SVOWZ,0
8309-PPCED,0
3503-TYDAY,0
2495-INZWQ,5
9584-EXCDZ,5
7176-WRTNX,0
6198-ZFIOJ,5
3590-TCXTB,4
4472-VESGY,0
9717-QEBGU,3
2773-MADBQ,0
9373-WSLOY,0
3296-SILRA,5
3118-UHVVQ,0
7730-CLDSV,0
3398-FSHON,0
0022-TCJCI,0
4441-NIHPT,4
9624-EGDEQ,3
2603-HVKCG,0
0322-CHQRU,4
7603-USHJS,3
5260-UMPWX,0
4273-MBHYA,4
0931-MHTEM,2
2873-ZLIWT,5
6980-IMXXE,0
4822-YCXMX,4
4955-VCWBI,4
1075-BGWOH,5
9033-EOXWV,1
8250-ZNGGW,0
5996-EBTKM,0
1550-LOAHA,0
4682-BLBUC,0
1459-QNFQT,0
2506-CLAKW,0
1343-EHPYB,0
5197-LQXXH,0
0508-OOLTO,0
9767-FFLEM,0
0946-FKYTX,4
5039-LZRQT,0
3096-IZETN,2
7781-HVGMK,0
4822-NGOCH,0
0489-WMEMG,0
6923-AQONU,0
9850-OWRHQ,0
7963-GQRMY,0
2925-MXLSX,1
0439-IFYUN,0
1035-IPQPU,0
5199-FPUSP,0
3486-NPGST,0
3207-OYBWH,0
2956-GGUCQ,0
5981-ZVXOT,0
2404-JIBFC,0
6134-KWTBV,0
1565-RHDJD,0
5482-PLVPE,0
9253-VIFJQ,0
1353-LJWEM,5
1045-LTCYT,0
6516-NKQBO,0
1150-FTQGN,0
2346-DJQTB,0
2511-MORQY,5
2692-BUCFV,0
9025-ZRPVR,0
0298-XACET,0
6100-FJZDG,0
4020-KIUDI,0
9508-ILZDG,0
1729-VLAZJ,0
1236-WFCDV,0
9578-VRMNM,0
2348-KCJLT,4
9548-LERKT,0
0080-EMYVY,0
5598-IKHQQ,0
8249-THVEC,0
4584-LBNMK,0
6963-EZQEE,0
0562-HKHML,0
0121-SNYRK,5
9220-ZNKJI,0
0601-WZHJF,0
4742-TXUEX,0
9754-CLVZW,0
0362-RAOQO,0
3547-LQRIK,0
6888-SBYAI,0
9732-KPKBW,0
8106-GWQOK,0
1684-FLBGS,1
9518-XXBXE,0
2961-VNFKL,0
3696-XRIEN,0
7781-EWARA,0
1897-OKVMW,0
3466-RITXD,0
1960-UYCNN,0
1304-NECVQ,0
3352-RICWQ,0
4967-WPNCF,4
3088-LHEFH,0
4925-LMHOK,2
6680-NENYN,0
8017-LXHFA,0
8197-BFWVU,0
6689-VRRTK,0
3569-EDBPQ,0
3077-RSNTJ,5
2669-QVCRG,0
6559-ILWKJ,0
2860-RANUS,0
5995-OIGLP,2
6331-EWIEB,0
5619-PTMIK,0
6582-PLFUU,5
0637-YLETY,2
4704-ERYFC,0
6630-UJZMY,0
6689-KXGBO,0
7133-VBDCG,0
4908-XAXAY,0
3374-PZLXD,0
7277-KAMWT,0
5562-YJQGT,0
9526-JAWYF,1
1852-XEMDW,0
5382-SOYZL,0
4007-NHVHI,0
2809-ZMYOQ,0
0620-XEFWH,0
1202-KKGFU,0
4900-MSOMT,0
6869-FGJJC,0
0458-HEUZG,0
1293-BSEUN,2
4057-FKCZK,0
4654-DLAMQ,2
9798-DRYDS,2
4503-BDXBD,0
7395-XWZOY,0
5150-ITWWB,0
3836-FZSDJ,0
9552-TGUZV,0
6485-QXWWE,0
3629-WEAAM,0
6121-TNHBO,0
9796-BPKIW,5
9095-HFAFX,0
4815-YOSUK,0
0871-URUWO,0
3221-CJMSG,0
7824-PANSQ,0
4785-QRJHC,0
1987-AUELQ,0
3753-TSEMP,0
2254-DLXRI,0
1842-EZJMK,0
5505-OVWQW,0
6481-LXPWL,0
7245-NIIWQ,0
4140-WJAWW,0
7206-PQBBZ,0
3161-ONRWK,2
4439-JMPMT,0
6169-PGNCD,0
3577-AMVUX,5
6297-NOOPG,0
3429-IFLEM,0
7860-UXCRM,0
4011-ARPHK,0
1226-UDFZR,0
5032-MIYKT,0
1222-KJNZD,0
2308-STERM,0
6252-DFGTK,0
7872-RDDLZ,0
6927-WTFIV,5
0921-OHLVP,0
9432-VOFYX,3
3896-RCYYE,0
5276-KQWHG,0
2272-JKMSI,5
9191-MYQKX,0
6969-MVBAI,0
3672-YITQD,0
0515-YPMCW,0
5299-SJCZT,0
8378-LKJAF,0
9495-REDIY,2
6698-OXETB,0
2632-TACXW,2
3717-OEAUQ,0
5138-WVKYJ,0
9575-IWCAZ,2
4329-YPDDQ,0
2332-TODQS,2
5093-FEGLU,0
8404-FYDIB,2
0256-LTHVJ,5
4091-TVOCN,0
3956-CJUST,0
2541-YGPKE,0
3750-RNQKR,0
4707-MAXGU,0
5815-HGGHV,2
0406-BPDVR,0
4698-KVLLG,0
9931-DCEZH,0
7798-JVXYM,0
2824-DXNKN,0
9052-DHNKM,0
0206-TBWLC,0
6777-TGHTM,0
0422-OHQHQ,0
4818-QIUFN,0
3283-WCWXT,0
0697-ZMSWS,0
8898-KASCD,0
8107-KNCIM,0
9770-LXDBK,0
8329-UTMVM,0
5542-DHSXL,0
9436-ZBZCT,0
6741-EGCBI,0
6653-CBBOM,0
1791-PQHBB,5
5018-LXQQG,0
6360-SVNWV,0
9814-AOUDH,0
8777-MBMTS,0
2091-RFFBA,0
2717-HVIZY,0
4950-HKQTE,0
5498-IBWPI,0
7610-TVOPG,0
6898-RBTLU,3
8984-HPEMB,0
5651-YLPRD,0
3440-JPSCL,0
0455-ENTCR,0
7471-WNSUF,0
1163-VIPRI,0
0207-MDKNV,0
1480-BKXGA,0
8401-EMUWF,0
2507-QZPQS,0
3376-BMGFE,1
8344-WFMFH,0
3973-SKMLN,0
8191-XWSZG,0
4194-WHFCB,0
6521-YYTYI,0
5002-GCQFH,0
3970-XGJDU,0
9894-EZEWG,0
8285-ABVLB,0
1919-RTPQD,0
5676-CFLYY,0
3071-MVJCD,0
3745-HRPHI,0
5834-ASPWA,0
6439-GTPCA,0
8480-PPONV,4
5656-MJEFC,0
4236-XPXAV,0
8665-UTDHZ,0
0334-ZFJSR,0
9677-AVKED,0
9734-UYXQI,0
8231-BSWXX,0
5825-XJOCM,0
9812-GHVRI,5
3258-SYSWS,0
5027-XWQHA,0
8985-OOPOS,0
3951-NJCVI,0
2227-JRSJX,2
6281-FKEWS,0
5424-RLQLC,0
5151-HQRDG,0
5108-ADXWO,0
5572-ZDXHY,0
0956-SYCWG,0
3704-IEAXF,0
7054-ENNGU,0
6734-PSBAW,0
1481-ZUWZA,5
2676-OXPPQ,0
4860-YZGZM,0
0348-SDKOL,5
9755-JHNMN,0
9134-CEQMF,5
5816-QVHRX,0
4250-ZBWLV,0
6447-GORXK,2
1302-TPUBN,4
1353-GHZOS,0
0567-XRHCU,0
3091-FYHKI,3
0691-IFBQW,0
9776-CLUJA,0
1635-FJFCC,0
8178-EYZUO,0
3807-BPOMJ,0
0872-JCPIB,0
9067-SQTNS,0
1090-PYKCI,5
1421-HCERK,0
1635-NZATJ,0
7740-BTPUX,0
2888-ADFAO,0
4661-NJEUX,0
7130-YXBRO,0
5090-EMGTC,0
4827-LTQRJ,4
5125-CNDSP,0
1559-DTODC,0
0330-BGYZE,0
8642-GVWRF,0
8778-LMWTJ,4
7622-FWGEW,0
7319-ZNRTR,0
7182-OVLBJ,0
9169-BSVIN,0
3320-VEOYC,0
0285-INHLN,0
1385-TQOZW,1
0428-AXXLJ,0
0270-THENM,2
3415-TAILE,1
7427-AUFPY,0
7460-ITWWP,0
3413-BMNZE,1
4945-RVMTE,0
7205-BAIAD,0
5996-NRVXR,2
3272-VUHPV,5
9831-BPFRI,4
0886-QGENL,2
5393-RXQSZ,0
8739-XNIKG,0
5233-AOZUF,0
2277-BKJKN,0
1820-DJFPH,5
8245-UMPYT,5
5376-PCKNB,5
0549-CYCQN,0
6956-SMUCM,2
4424-TKOPW,0
9822-BIIGN,1
5321-NTRKC,0
6166-YIPFO,2
1087-UDSIH,0
0835-JKADZ,4
8745-PVESG,0
9467-ROOLM,0
8260-NGFNY,0
4776-XSKYQ,5
8874-EJNSR,0
8327-WKMIE,2
7228-PAQPD,0
0219-YTZUE,0
9739-JLPQJ,5
3460-TJBWI,0
5495-GPSRW,0
3318-OSATS,5
9488-FYQAU,5
1555-HAPSU,0
9643-AVVWI,0
3873-WOSBC,0
5793-YOLJN,5
2988-GBIVW,0
5010-IPEAQ,5
7056-IMHCC,0
9638-JIQYA,0
7018-FPXHH,0
8884-MRNSU,0
6919-ELBGL,0
4547-FZJWE,5
0690-SRQID,0
2649-HWLYB,0
0980-FEXWF,0
7982-VCELR,2
1333-PBMXB,3
6608-QQLVK,3
4293-ETKAP,0
0559-CKHUS,1
9644-KVCNC,0
4911-BANWH,0
3813-DHBBB,0
5022-KVDQT,1
4353-HYOJD,0
4884-TVUQF,2
7544-ZVIKX,0
3707-LRWZD,0
4664-NJCMS,2
4815-GBTCD,0
1937-OTUKY,5
2309-OSFEU,0
1465-WCZVT,0
5115-GZDEL,0
8219-VYBVI,4
0396-YCHWO,0
9114-AAFQH,4
6620-JDYNW,0
5686-CMAWK,0
2672-TGEFF,5
7067-KSAZT,2
7225-IILWY,0
6870-ECSHE,0
5597-GLBUC,0
6481-OGDOO,4
7291-CDTMJ,0
3396-DKDEL,0
3638-DIMPH,0
7752-XUSCI,2
2969-VAPYH,2
1041-RXHRA,0
5909-ECHUI,5
8224-DWCKX,0
5524-KHNJP,0
0195-IESCP,0
6202-DYYFX,4
0895-DQHEW,0
0716-BQNDX,0
3801-HMYNL,0
4018-PPNDW,0
3594-BDSOA,0
6693-FRIRW,0
8652-YHIYU,0
2267-FPIMA,0
6339-YPSAH,0
0310-MVLET,0
3133-PZNSR,0
9362-MWODR,5
0191-ZHSKZ,0
1226-JZNKR,0
7408-OFWXJ,0
5206-HPJKM,0
2987-BJXIK,1
4987-GQWPO,0
9965-YOKZB,0
6215-NQCPY,5
3571-DPYUH,5
7639-LIAYI,0
1355-KUSBG,5
0130-SXOUN,5
4611-ANLQC,0
3057-VJJQE,0
8859-AXJZP,0
4822-RVYBB,0
8672-OAUPW,0
4359-INNWN,0
1465-LNTLJ,0
5515-IDEJJ,0
2834-SPCJV,0
0219-QAERP,0
0142-GVYSN,1
1552-TKMXS,0
7356-IWLFW,0
0485-ZBSLN,0
9066-QRSDU,0
6762-QVYJO,0
4800-VHZKI,0
7315-WYOAW,0
1698-XFZCI,0
2578-JQPHZ,3
6745-JEFZB,5
4522-XRWWI,0
1230-QAJDW,0
3750-YHRYO,0
2468-SJFLM,3
9451-WLYRI,2
3597-YASZG,0
8806-EAGWC,0
9762-YAQAA,4
9503-XJUME,2
7252-NTGSS,0
6933-VLYFX,0
0016-QLJIS,0
6872-HXFNF,0
9430-NKQLY,0
6258-NGCNG,0
5956-YHHRX,0
1095-JUDTC,2
1965-AKTSX,3
3528-HFRIQ,0
8735-NBLWT,0
1097-FSPVW,4
7134-HBPBS,0
9809-IMGCQ,0
4129-LYCOI,2
4980-URKXC,0
6854-EXGSF,0
6728-WYQBC,0
8143-ETQTI,0
5057-LCOUI,0
7137-NAXML,0
7240-FQLHE,4
9909-DFRJA,0
5022-JNQEQ,0
9591-YVTEB,0
8237-ULIXL,0
7898-PDWQE,5
5575-GNVDE,0
2371-JUNGC,4
9223-UCPVT,2
1215-VFYVK,3
2782-LFZVW,0
9742-XOKTS,5
1212-GLHMD,0
6180-YBIQI,0
4544-RXFMG,0
9637-CDTKZ,0
1862-QRWPE,0
8746-OQQRW,0
7868-TMWMZ,0
5899-OUVKV,0
0639-TSIQW,2
9314-IJWSQ,0
2609-IAICY,1
9953-ZMKSM,5
1080-BWSYE,0
8859-YSTWS,4
3009-JWMPU,0
0048-PIHNL,0
9070-BCKQP,0
7297-DVYGA,1
9029-FEGVJ,0
0235-KGSLC,0
7452-FOLON,0
1099-GODLO,0
7994-XIRTR,4
3486-HOOGQ,5
1444-VVSGW,0
5816-SCGFC,0
4576-CSAJH,5
1627-AFWVJ,0
9025-AOMKI,0
0895-LNKRC,0
7803-XOCCZ,0
9117-SHLZX,0
0585-EGDDA,0
1271-SJBGZ,0
2672-DZUOY,0
6770-XUAGN,5
9565-JSNFM,2
7128-GGCNO,0
5136-RGMZO,0
5399-ZIMKF,1
9522-BNTHX,0
1555-DJEQW,0
8922-LIEGH,2
8868-WOZGU,0
9168-INPSZ,0
0682-USIXD,0
3351-NQLDI,0
7746-AWNQW,0
7017-VFHAY,0
0248-PGHBZ,0
2926-JEJJC,2
5071-FBJFS,5
4685-TFLLS,0
5989-OMNJE,0
6814-ZPWFQ,0
3797-VTIDR,0
7351-KYHQH,0
4232-JGKIY,0
5698-BQJOH,0
6479-VDGRK,0
7629-WIXZF,0
7795-CFOCW,0
0962-CQPWQ,2
8204-YJCLA,0
0673-IGUQO,2
8198-RKSZG,0
4291-HYEBC,0
6736-DHUQI,4
0734-OXWBT,0
2673-CXQEU,0
6692-UDPJC,0
4548-SDBKE,0
7718-RXDGG,0
1403-LKLIK,0
4558-FANTW,0
2812-ENYMO,0
1194-SPVSP,0
8548-AWOFC,0
4905-JEFDW,0
6595-COKXZ,4
0177-PXBAT,0
2800-VEQXM,0
8242-PDSGJ,0
0988-AADSA,0
9962-BFPDU,0
4951-UKAAQ,0
3177-LASXD,0
6578-KRMAW,0
0665-XHDJU,0
2476-YGEFM,0
7858-GTZSP,0
8879-XUAHX,0
3572-UUHRS,0
0345-HKJVM,0
3096-JRDSO,0
4536-PLEQY,0
0654-HMSHN,0
2810-FTLEM,0
9028-LIHRP,0
1061-PNTHC,0
6112-KTHFQ,0
7567-ECMCM,0
8087-LGYHQ,0
0618-XWMSS,0
6987-XQSJT,0
9867-JCZSP,0
0967-BMLBD,0
8166-ORCHU,0
3633-CDBUW,0
7338-ERIVA,0
5442-BXVND,0
4079-WWQQQ,5
4429-WYGFR,0
7855-DIWPO,0
0536-ESJEP,0
3764-MNMOI,0
0572-ZJKLT,0
9249-FXSCK,0
4763-PGDPO,0
1696-MZVAU,0
5240-IJOQT,0
8757-TFHHJ,0
3911-RSNHI,4
2545-LXYVJ,0
1442-OKRJE,0
9625-QSTYE,0
8849-AYPTR,0
4484-CGXFK,0
3658-QQJYD,0
4685-ERGHK,0
9444-JTXHZ,0
1106-HRLKZ,0
5663-QBGIS,0
2171-UDMFD,0
5346-BZCHP,0
3934-HXCFZ,0
7734-DBOAI,0
3696-DFHHB,0
2792-LSHWX,0
0265-PSUAE,0
5175-AOBHI,0
4508-OEBEY,0
8908-NMQTX,0
9565-FLVCG,0
3785-NRHYR,0
6080-TCMYC,0
9828-AOQLM,0
6143-JQKEA,0
7083-YNSKY,0
5248-KWLAR,0
5274-XHAKY,0
3179-GBRWV,0
2040-XBAVJ,0
4942-VZZOM,0
4488-KQFDT,0
2625-TRCZQ,0
2530-FMFXO,0
6786-OBWQR,0
4184-TJFAN,0
2880-FPNAE,0
8000-REIQB,0
7302-ZHMHP,0
5536-RTPWK,0
3104-OWCGK,0
5747-PMBSQ,0
3120-FAZKD,0
5035-BVCXS,0
9680-NIAUV,0
3551-GAEGL,0
9944-AEXBM,0
3192-NQECA,0
9681-KYGYB,0
5995-WWKKG,0
8314-DPQHL,0
9332-GYWLO,0
5288-AHOUP,0
4079-ULGFR,0
4873-ILOLJ,1
6821-BUXUX,0
1410-RSCMR,0
5329-KRDTM,0
4476-OSWTN,0
0225-ZORZP,0
4402-FTBXC,0
0048-LUMLS,0
1766-GKNMI,0
8582-KRHPJ,0
8775-CEBBJ,0
4415-IJZTP,0
5699-BNCAS,0
1057-FOGLZ,0
9722-UJOJR,0
7159-NOKYQ,0
8644-XYTSV,0
2057-ZBLPD,0
9501-UKKNL,0
2207-QPJED,0
6918-UMQCG,0
4195-PNGZS,0
9220-CXRSC,0
0625-AFOHS,0
5561-NWEVX,0
2187-PKZAY,0
6416-YJTTB,0
9862-KJTYK,0
0999-QXNSA,0
0064-SUDOG,0
7492-TAFJD,0
2878-DHMIN,0
8945-GRKHX,0
2720-FVBQP,0
1891-UAWWU,0
9274-CNFMO,0
7670-ZBPOQ,0
9365-SRSZE,0
2018-PZKMU,0
4795-UXVCJ,0
