Customer ID,Churn Category
2082-OJVTK,Competitor
5177-RVZNU,No Churn
1705-GUHPV,No Churn
1395-WSWXR,No Churn
8393-DLHGA,No Churn
3957-SQXML,No Churn
8944-AILEF,No Churn
1376-HHBDV,No Churn
4310-KEDTB,No Churn
3214-IYUUQ,No Churn
7892-QVYKW,No Churn
5846-QFDFI,No Churn
8587-XYZSF,No Churn
9778-OGKQZ,No Churn
5294-IMHHT,No Churn
0315-LVCRK,No Churn
9069-LGEUL,No Churn
1709-EJDOX,No Churn
7064-JHXCE,No Churn
6725-TPKJO,No Churn
1850-AKQEP,No Churn
2226-ICFDO,No Churn
2055-BFOCC,No Churn
6328-ZPBGN,No Churn
3638-VBZTA,No Churn
8292-FRFZQ,No Churn
4804-NCPET,No Churn
0810-BDHAW,No Churn
3472-QPRCH,No Churn
2896-TBNBE,No Churn
7396-VJUZB,No Churn
6497-TILVL,No Churn
2240-HSJQD,No Churn
9681-OXGVC,No Churn
3259-KNMRR,No Churn
8871-JLMHM,No Churn
3167-SNQPL,No Churn
5529-GIBVH,No Churn
8932-CZHRQ,No Churn
5327-XOKKY,No Churn
9968-FFVVH,No Churn
1525-LNLOJ,No Churn
1915-OAKWD,No Churn
4459-BBGHE,No Churn
8676-TRMJS,No Churn
4837-QUSFT,No Churn
1456-TWCGB,No Churn
9881-VCZEP,No Churn
0042-JVWOJ,No Churn
8010-EZLOU,No Churn
5376-DEQCP,No Churn
9851-QXEEQ,No Churn
2400-FEQME,No Churn
8713-IGZSO,No Churn
4350-ZTLPI,No Churn
9170-ARBTB,No Churn
2683-JXWQQ,No Churn
4550-VBOFE,No Churn
8003-EWNDZ,No Churn
5457-COLHT,No Churn
6614-VBEGU,No Churn
2632-UCGVD,No Churn
3219-JQRSL,No Churn
0365-BZUWY,No Churn
5498-TXHLF,No Churn
9388-ZEYVT,No Churn
7234-KMNRQ,No Churn
6479-OAUSD,No Churn
0003-MKNFE,No Churn
2530-ENDWQ,No Churn
0727-IWKVK,No Churn
7571-YXDAD,No Churn
6823-SIDFQ,No Churn
1833-TCXKK,No Churn
8356-WUAOJ,No Churn
1658-BYGOY,No Churn
2150-WLKUW,No Churn
7479-NITWS,No Churn
6248-BSHKG,No Churn
2101-RANCD,No Churn
8566-YPRGL,No Churn
1689-YQBYY,No Churn
9822-OAOVB,No Churn
2077-MPJQO,No Churn
5884-GCYMI,No Churn
8097-VBQTZ,No Churn
6480-YAGIY,No Churn
3865-ZYKAD,No Churn
4029-HPFVY,No Churn
5150-LJNSR,No Churn
0484-FFVBJ,No Churn
3442-ZHHCC,No Churn
3621-CHYVB,No Churn
5828-DWPIL,No Churn
6874-SGLHU,No Churn
7325-ENZFI,No Churn
2272-QAGFO,No Churn
4827-DPADN,No Churn
6778-JFCMK,No Churn
3045-XETSH,No Churn
7382-DFJTU,No Churn
7602-DBTOU,No Churn
0906-QVPMS,No Churn
2740-TVLFN,No Churn
2669-OIDSD,No Churn
2533-QVMSK,No Churn
3557-HTYWR,No Churn
4115-BNPJY,No Churn
6559-RAKOZ,No Churn
2040-OBMLJ,No Churn
0859-YGKFW,No Churn
7089-IVVAZ,No Churn
4547-LYTDD,No Churn
6625-FLENO,No Churn
2030-BTZRO,No Churn
3280-NMUVX,No Churn
7072-MBHEV,No Churn
7538-GWHML,No Churn
4658-HCOHW,No Churn
3794-NFNCH,No Churn
9367-WXLCH,No Churn
6199-IPCAO,No Churn
3451-VAWLI,No Churn
4231-LZUYM,No Churn
5155-AZQPB,No Churn
4671-LXRDQ,No Churn
5320-BRKGK,No Churn
2320-JRSDE,No Churn
2709-UQGNP,No Churn
8111-RKSPX,No Churn
5336-UFNZP,No Churn
8970-ANWXO,No Churn
7954-MLBUN,No Churn
4389-UEFCZ,No Churn
3884-UEBXB,No Churn
1374-DMZUI,No Churn
0533-BNWKF,No Churn
3976-HXHCE,No Churn
2363-BJLSL,No Churn
3005-TYFRD,No Churn
0661-WCQNQ,No Churn
1264-FUHCX,No Churn
8625-AZYZY,No Churn
4086-WITJG,No Churn
5840-NVDCG,No Churn
6574-MCOEH,No Churn
7361-YPXFS,No Churn
5120-ZBLAI,No Churn
5982-XMDEX,No Churn
9300-RENDD,No Churn
6366-XIVKZ,No Churn
7401-JIXNM,No Churn
9824-BEMCV,No Churn
2121-JAFOM,No Churn
6227-FBDXH,No Churn
8069-YQQAJ,No Churn
9620-QJREV,No Churn
2615-YVMYX,No Churn
3446-QDSZF,No Churn
7594-RQHXR,No Churn
9323-HGFWY,No Churn
5170-PTRKA,No Churn
2773-OVBPK,No Churn
8058-INTPH,No Churn
7762-ONLJY,No Churn
3938-YFPXD,No Churn
9631-RXVJM,No Churn
5149-QYTTU,No Churn
8433-WXGNA,No Churn
0824-VWDPO,No Churn
0334-GDDSO,No Churn
9817-APLHW,No Churn
8687-BAFGU,No Churn
3339-EAQNV,No Churn
8450-UYIBU,No Churn
8008-ESFLK,No Churn
4462-CYWMH,No Churn
6347-DCUIK,No Churn
1399-UBQIU,No Churn
1976-AZZPJ,No Churn
7459-IMVYU,No Churn
2921-XWDJH,No Churn
5652-MSDEY,No Churn
2483-XSSMZ,No Churn
7080-TNUWP,No Churn
2167-FQSTQ,No Churn
3721-CNEYS,No Churn
5875-YPQFJ,No Churn
1814-DKOLC,No Churn
8634-CILSZ,No Churn
6386-SZZKH,No Churn
1448-CYWKC,No Churn
6303-KFWSL,No Churn
5956-VKDTT,No Churn
9674-EHPPG,No Churn
1840-BIUOG,No Churn
3838-OZURD,No Churn
2753-JMMCV,No Churn
3537-HPKQT,No Churn
2580-ASVVY,No Churn
3569-VLDHH,No Churn
2739-CCZMB,No Churn
9107-UKCKY,No Churn
4412-YLTKF,No Churn
6538-POCHL,No Churn
5993-JSUWV,No Churn
4369-HTUIF,No Churn
0607-MVMGC,No Churn
1110-KYLGQ,No Churn
7799-DSEWS,No Churn
2236-HILPA,No Churn
0771-CHWSK,No Churn
3021-VLNRJ,No Churn
0947-MUGVO,No Churn
5242-UOWHD,No Churn
1452-VOQCH,No Churn
7892-POOKP,No Churn
0397-ZXWQF,No Churn
7593-XFKDI,No Churn
6128-DAFVY,No Churn
5311-IHLEI,No Churn
9399-APLBT,No Churn
3378-AJRAO,No Churn
9500-LTVBP,No Churn
5201-USSQZ,No Churn
8706-HRADD,No Churn
6556-DBKZF,No Churn
6705-LNMDD,No Churn
6121-VZNQB,No Churn
7167-PCEYD,No Churn
7976-CICYS,No Churn
3550-SAHFP,No Churn
3166-PNEOF,No Churn
0513-RBGPE,No Churn
1091-SOZGA,No Churn
5997-OPVFA,No Churn
4220-TINQT,No Churn
8064-RAVOH,No Churn
7968-QUXNS,No Churn
8540-ZQGEA,No Churn
4631-OACRM,No Churn
4929-XIHVW,No Churn
8124-NZVGJ,No Churn
0468-YRPXN,No Churn
6857-VWJDT,No Churn
2616-FLVQC,No Churn
0689-NKYLF,No Churn
5348-CAGXB,No Churn
0463-WZZKO,No Churn
0082-OQIQY,No Churn
2999-AANRQ,No Churn
5204-QZXPU,No Churn
6050-IJRHS,No Churn
3658-KIBGF,No Churn
3049-SOLAY,No Churn
8903-XEBGX,No Churn
0260-ZDLGK,No Churn
3301-LSLWQ,No Churn
0661-XEYAN,No Churn
8096-LOIST,No Churn
2176-OSJUV,No Churn
5985-TBABQ,No Churn
3714-XPXBW,No Churn
3192-LNKRK,No Churn
5906-DVAPM,No Churn
7129-AZJDE,No Churn
4423-YLHDV,No Churn
4110-PFEUZ,No Churn
3551-HUAZH,No Churn
8624-GIOUT,No Churn
6568-POCUI,No Churn
8748-HFWBO,No Churn
0280-XJGEX,No Churn
4811-JBUVU,No Churn
8573-CGOCC,No Churn
7271-AJDTL,No Churn
2786-GCDPI,No Churn
3932-IJWDZ,No Churn
2550-QHZGP,No Churn
2904-GGUAZ,No Churn
8050-WYBND,No Churn
2937-FTHUR,No Churn
3374-LXDEV,No Churn
4475-NVTLU,No Churn
6490-FGZAT,No Churn
7493-GVFIO,No Churn
9602-WCXPI,No Churn
5539-TMZLF,No Churn
8904-OPDCK,No Churn
8006-PYCSW,No Churn
8922-NPKBJ,No Churn
5397-NSKQG,No Churn
9659-QEQSY,No Churn
3635-JBPSG,No Churn
2927-QRRQV,No Churn
5702-KVQRD,No Churn
2485-ITVKB,No Churn
8561-NMTBD,No Churn
8837-VVWLQ,No Churn
0324-BRPCJ,No Churn
2668-TZSPS,No Churn
7647-GYYKX,No Churn
2933-FILNV,No Churn
2791-SFVEW,No Churn
8731-WBBMB,No Churn
2573-GYRUU,No Churn
3580-HYCSP,No Churn
7529-ZDFXI,No Churn
7733-UDMTP,No Churn
2361-FJWNO,No Churn
3967-KXAPS,No Churn
7218-HKQFK,No Churn
8189-XRIKE,No Churn
6504-VBLFL,No Churn
2481-SBOYW,No Churn
5736-YEJAX,No Churn
6710-HSJRD,No Churn
1977-STDKI,No Churn
7143-BQIBA,No Churn
9244-ZVAPM,No Churn
8981-FJGLA,No Churn
9402-CXWPL,No Churn
1218-VKFPE,No Churn
7623-TRNQN,No Churn
1832-PEUTS,No Churn
9560-ARGQJ,No Churn
9392-XBGTD,No Churn
8063-GBATB,No Churn
2091-GPPIQ,No Churn
1265-ZFOSD,No Churn
6650-BWFRT,No Churn
9804-ICWBG,No Churn
3941-XTSKM,No Churn
2200-DSAAL,No Churn
1902-XBTFB,No Churn
2361-UPSND,No Churn
7243-LCGGZ,No Churn
0848-SOMKO,No Churn
2207-RYYRL,No Churn
8109-YUOHE,No Churn
7389-KBFIT,No Churn
5996-DAOQL,No Churn
1809-DMJHQ,No Churn
5630-IXDXV,No Churn
3097-NQYSN,No Churn
8218-FFJDS,No Churn
9904-EHEVJ,No Churn
9348-YVOMK,No Churn
8550-XSXUQ,No Churn
2458-EOMRE,No Churn
8809-RIHDD,No Churn
5229-PRWKT,No Churn
9555-SAHUZ,No Churn
6942-LBFDP,No Churn
6128-CZOMY,No Churn
8060-HIWJJ,No Churn
1139-WUOAH,No Churn
9801-GDWGV,No Churn
5854-KSRBJ,No Churn
6629-CZTTH,No Churn
2865-TCHJW,No Churn
0459-SPZHJ,No Churn
2239-CGBUZ,No Churn
1373-ORVIZ,No Churn
2606-PKWJB,No Churn
2676-SSLTO,No Churn
7997-EASSD,No Churn
8541-QVFKM,No Churn
4826-DXMUP,No Churn
2933-XEUJM,No Churn
1623-NLDOT,No Churn
2436-QBZFP,No Churn
6908-VVYHM,No Churn
8174-TBVCF,No Churn
2232-DMLXU,No Churn
4720-VSTSI,No Churn
5067-XJQFU,No Churn
1104-FEJAM,No Churn
4644-PIZRT,No Churn
4049-ZPALD,No Churn
0244-LGNFY,No Churn
3279-DYZQM,No Churn
6581-NQCBA,No Churn
5453-YBTWV,No Churn
5003-OKNNK,No Churn
3026-ATZYV,No Churn
1285-OKIPP,No Churn
5110-CHOPY,No Churn
6907-NZZIJ,No Churn
1796-JANOW,No Churn
0750-EKNGL,No Churn
0993-OSGPT,No Churn
0266-GMEAO,No Churn
3594-UVONA,No Churn
7537-CBQUZ,No Churn
5628-RKIFK,No Churn
6813-GZQCG,No Churn
8128-YVJRG,No Churn
8058-DMYRU,No Churn
2451-YMUXS,No Churn
1608-GMEWB,No Churn
9027-YFHQJ,No Churn
2520-SGTTA,No Churn
6704-UTUKK,No Churn
9964-WBQDJ,No Churn
7346-MEDWM,No Churn
3223-WZWJM,No Churn
5245-VDBUR,No Churn
5115-SQAAU,No Churn
1084-UQCHV,No Churn
9588-YRFHY,No Churn
3313-QKNKB,No Churn
2178-PMGCJ,No Churn
3462-BJQQA,No Churn
8630-FJLIB,No Churn
3685-YLCMQ,No Churn
6982-UQZLY,No Churn
2568-BRGYX,No Churn
6362-QHAFM,No Churn
6916-HIJSE,No Churn
8882-TLVRW,No Churn
6551-ZCOTS,No Churn
1686-STUHN,No Churn
8160-HOWOX,No Churn
8631-NBHFZ,No Churn
7729-JTEEC,No Churn
1371-WEPDS,No Churn
6234-RAAPL,No Churn
2688-BHGOG,No Churn
2729-VNVAP,No Churn
0727-BMPLR,No Churn
2839-RFSQE,No Churn
0621-TSSMU,No Churn
5006-MXVRN,No Churn
9261-WDCAF,No Churn
5143-WMWOG,No Churn
2203-GHNWN,No Churn
9068-FHQHD,No Churn
4759-TRPLW,No Churn
2990-OGYTD,No Churn
0991-BRRFB,No Churn
6625-IUTTT,No Churn
3642-BYHDO,No Churn
0725-CXOTM,No Churn
7789-CRUVC,No Churn
3605-JISKB,No Churn
4513-CXYIX,No Churn
5446-DKWYW,No Churn
5038-ETMLM,No Churn
7551-JOHTI,No Churn
1841-YSJGV,No Churn
1905-OEILC,No Churn
0531-XBKMM,No Churn
5915-DGNVC,No Churn
8775-LHDJH,No Churn
5047-LHVLY,No Churn
8563-IIOXK,No Churn
9548-ZMVTX,No Churn
5135-RDDQL,No Churn
5405-ZMYXQ,No Churn
4881-GQJTW,No Churn
6834-NXDCA,No Churn
3258-SANFR,No Churn
9342-VNIMQ,No Churn
7703-ZEKEF,No Churn
0224-NIJLP,No Churn
3908-MKIMJ,No Churn
5510-BOIUJ,No Churn
1455-ESIQH,No Churn
2259-OUUSZ,No Churn
3086-RUCRN,No Churn
4237-CLSMM,No Churn
6907-FLBER,No Churn
5442-XSDCW,No Churn
7931-PXHFC,No Churn
7018-WBJNK,No Churn
3402-XRIUO,No Churn
8875-AKBYH,No Churn
8316-BBQAY,No Churn
0578-SKVMF,No Churn
8938-UMKPI,No Churn
7379-FNIUJ,No Churn
6968-GMKPR,No Churn
4819-HJPIW,No Churn
2801-NISEI,No Churn
9137-NOQKA,No Churn
6664-FPDAC,No Churn
7255-SSFBC,No Churn
5046-NUHWD,No Churn
1077-HUUJM,No Churn
7638-QVMVY,No Churn
0936-NQLJU,No Churn
0377-JBKKT,No Churn
6848-HJTXY,No Churn
8474-UMLNT,No Churn
3675-YDUPJ,No Churn
1174-FGIFN,No Churn
9691-HKOVS,No Churn
2599-CZABP,No Churn
0402-OAMEN,No Churn
5044-XDPYX,No Churn
1396-QWFBJ,No Churn
1029-QFBEN,No Churn
1761-AEZZR,No Churn
0308-GIQJT,No Churn
2372-HWUHI,No Churn
4871-JTKJF,No Churn
8696-JKZNU,No Churn
5287-QWLKY,No Churn
9236-NDUCW,No Churn
0795-LAFGP,No Churn
3863-QSTYI,No Churn
1268-ASBGA,No Churn
0939-EREMR,No Churn
5680-LQOGP,No Churn
4849-PYRLQ,No Churn
8023-QHAIO,No Churn
7605-SNLQG,No Churn
6100-QQHEB,No Churn
9135-MGVPY,No Churn
1187-WILMM,No Churn
7921-LMDFQ,No Churn
6617-WLBQC,No Churn
3913-RDSJZ,No Churn
5917-HBSDW,No Churn
0529-ONKER,No Churn
3389-YGYAI,No Churn
0325-XBFAC,No Churn
1432-FPAXX,No Churn
1708-PBBOA,No Churn
3902-MIVLE,No Churn
6629-LADHQ,No Churn
1600-DILPE,No Churn
7950-XWOVN,No Churn
2606-RMDHZ,No Churn
6661-HBGWL,No Churn
2277-VWCNI,No Churn
3148-AOIQT,No Churn
1666-JXLKU,No Churn
3308-JSGML,No Churn
5060-TQUQN,No Churn
2586-CWXVV,No Churn
3916-NRPAP,No Churn
2985-JUUBZ,No Churn
5167-ZFFMM,No Churn
2662-NNTDK,No Churn
2954-PIBKO,No Churn
5899-MQZZL,No Churn
2450-ZKEED,No Churn
3422-GALYP,No Churn
0877-SDMBN,No Churn
7607-QKKTJ,No Churn
6959-GQEGV,No Churn
6765-MBQNU,No Churn
0308-IVGOK,No Churn
7107-UBYKY,No Churn
3001-UNBTL,No Churn
5546-QUERU,No Churn
0847-HGRML,No Churn
0237-YFUTL,No Churn
0378-XSZPU,No Churn
5519-TEEUH,No Churn
0247-SLUJI,No Churn
1530-ZTDOZ,No Churn
6288-CHQJB,No Churn
5696-EXCYS,No Churn
1960-UOTYM,No Churn
0581-BXBUB,No Churn
0603-OLQDC,No Churn
4813-HQMGZ,No Churn
9474-PHLYD,No Churn
8931-GJJIQ,No Churn
1769-GRUIK,No Churn
1792-UXAFY,No Churn
6885-PKOAM,No Churn
5349-IECLD,No Churn
2091-MJTFX,No Churn
5054-IEXZT,No Churn
1304-BCCFO,No Churn
4075-JFPGR,No Churn
3329-WDIOK,No Churn
2014-MKGMH,Competitor
1845-CSBRZ,Attitude
2446-PLQVO,Competitor
7126-RBHSD,Competitor
2607-DHDAK,Attitude
3945-GFWQL,No Churn
7851-WZEKY,No Churn
1552-CZCLL,No Churn
4860-IJUDE,No Churn
5966-EMAZU,Competitor
8008-OTEZX,Competitor
5882-CMAZQ,Competitor
1217-VASWC,Attitude
7802-EFKNY,Attitude
2916-BQZLN,Price
7813-TKCVO,Price
4822-LPTYJ,Price
8608-OZTLB,Competitor
8612-GXIDD,Dissatisfaction
9231-ZJYAM,Competitor
1094-BKOSX,Competitor
1455-HFBXA,Competitor
6661-EIPZC,Attitude
8573-JGCZW,Competitor
1397-XKKWR,Dissatisfaction
1429-UYJSV,Competitor
6810-VCAEX,Attitude
7727-SHVZV,No Churn
2005-DWQZJ,No Churn
2931-FSOHN,No Churn
0168-XZKBB,No Churn
3692-JHONH,No Churn
9565-DJPIB,No Churn
0604-THJFP,No Churn
3198-VELRD,No Churn
9564-KCLHR,No Churn
7636-OWBPG,No Churn
6646-VRFOL,No Churn
1830-GGFNM,No Churn
0013-SMEOE,No Churn
9967-ATRFS,No Churn
8467-WYNSR,No Churn
7929-SKFGK,No Churn
1582-RAFML,No Churn
2845-HSJCY,No Churn
7209-JCUDS,No Churn
6478-HRRCZ,No Churn
7029-IJEJK,No Churn
6340-DACFT,No Churn
9057-SIHCH,No Churn
6668-CNMFP,No Churn
6981-TDRFT,No Churn
9065-ZCPQX,No Churn
2903-YYTBW,No Churn
3384-CTMSF,No Churn
6152-ONASV,No Churn
3943-KDREE,No Churn
1122-JWTJW,No Churn
7077-XJMET,No Churn
2223-GDSHL,No Churn
3541-ZNUHK,No Churn
3780-DDGSE,No Churn
2249-YPRNG,No Churn
8118-LSUEL,No Churn
8107-RZLNV,No Churn
3094-JOJAI,No Churn
3308-DGHKL,No Churn
9079-YEXQJ,No Churn
7586-ZATGZ,No Churn
3190-FZATL,No Churn
5696-CEIQJ,No Churn
1302-UHBDD,No Churn
3274-NSDWE,No Churn
0979-PHULV,No Churn
5103-MHMHY,No Churn
5502-RLUYV,No Churn
5821-MMEIL,No Churn
8065-YKXKD,No Churn
8631-XVRZL,No Churn
5846-NEQVZ,No Churn
6776-TLWOI,No Churn
0487-CRLZF,No Churn
7817-BOQPW,No Churn
4767-HZZHQ,No Churn
2696-RZVZW,No Churn
7812-FZHPE,No Churn
0565-IYCGT,No Churn
2908-ZTPNF,No Churn
9631-XEYKE,Competitor
3144-AUDBS,Other
5863-OOKCL,Dissatisfaction
2737-YNGYW,No Churn
3450-WXOAT,No Churn
8015-IHCGW,Dissatisfaction
7245-JMTTQ,No Churn
